Id,FirstName,LastName,Email,Phone,Title,AccountId,LeadSource,Lead_Stage__c,HasOptedOutOfEmail,DoNotCall,OwnerId,Owner_Name,CreatedDate,LastModifiedDate,LastActivityDate,consent_basis,region,duplicate_key,confidence
0038fTcys9JCPx7ZYQ,Grace,Krishnan,grace.krishnan@coastal.com,60157813084,,001wlaDCnCdllvimD4,Referral,MQL,FALSE,FALSE,005AE1,Mei Chen,7/6/2026,7/9/2026,6/23/2026,opt_in,MY,gracekrishnan@coastal.com,0.98
003l9VdcB26P6bCNuN,Kevin,Iyer,kevin.iyer@everbright.com,60113557409,Founder,001799bPWF8ea48ie7,Web,Open,FALSE,FALSE,005AE4,Priya Nair,6/6/2026,7/12/2026,7/12/2026,opt_in,MY,keviniyer@everbright.com,0.62
003brDwl9OJmTTZ92I,Yusof,Yeoh,yusof.yeoh@orion.com,60158726574,GM,0017Sqr0O072IojSHD,Webinar,Opportunity,FALSE,FALSE,005AE4,Priya Nair,7/9/2026,7/9/2026,6/17/2026,soft_opt_in,TH,yusofyeoh@orion.com,0.76
003kkoV7mMkSC0kmfR,Lakshmi,Ismail,lakshmi.ismail@lumina.com,60189140580,Procurement Lead,001ZhExlaEvdniIQ6j,Content,Open,FALSE,FALSE,005AE3,Wei Ho,6/24/2026,7/14/2026,7/5/2026,soft_opt_in,ID,lakshmiismail@lumina.com,0.95
003lg0XafmfEX4pvYb,Hui,Cheng,hui.cheng@straits.com,60120957488,Head of Ops,001vTpO5ZiKeUS89sO,Web,MQL,FALSE,FALSE,005AE2,Arjun Prakash,6/26/2026,7/14/2026,7/11/2026,opt_in,ID,huicheng@straits.com,0.72
003tCTcFQnlCxeKzeF,Kumar,Osman,kumar.osman@lotus.com,60144023568,Analyst,001ZhExlaEvdniIQ6j,Referral,MQL,FALSE,FALSE,005AE3,Wei Ho,6/23/2026,7/9/2026,7/10/2026,soft_opt_in,ID,kumarosman@lotus.com,0.67
003ItBoLrg7SGJlmBh,Arun,Iyer ,arun.iyer@zenith.com,60155198893,,001ZhExlaEvdniIQ6j,Trade Show,SQL,FALSE,FALSE,005AE3,Wei Ho,10/7/2026,7/7/2026,6/27/2026,soft_opt_in,ID,aruniyer@zenith.com,0.68
003HO1DgljEAXus2tS,Anjali,Tan,anjali.tan@kirana.com,60154123000,Procurement Lead,0018wxvZFjtODPTTEA,Web,SQL,FALSE,FALSE,005AE2,Arjun Prakash,6/11/2026,7/8/2026,7/12/2026,soft_opt_in,MY,anjalitan@kirana.com,0.62
003aD7r3Cq4VL6BJTa,Tariq,Ncube,tariq.ncube@highland.com,60103637051,VP Finance,001zJ1DMIY5suKOMgP,Content,Opportunity,FALSE,FALSE,005AE1,Mei Chen,6/18/2026,7/9/2026,6/30/2026,soft_opt_in,ID,tariqncube@highland.com,0.65
003kFbJUEHEkfD5bBt,Anjali,Fernandez,anjali.fernandez@meridian.com,60130224011,IT Manager,001zFBTL4HjeE6O3X5,Trade Show,Open,FALSE,FALSE,005AE1,Mei Chen,6/7/2026,7/10/2026,6/16/2026,opt_in,ID,anjalifernandez@meridian.com,0.8
003iu38QNGXOJeqHFR,Ismail,YEOH,ismail.yeoh@delta.com,60150431134,Analyst,0018pb10cLQ0vkB1eE,Content,Open,FALSE,FALSE,005AE3,Wei Ho,7/2/2026,7/13/2026,6/29/2026,opt_in,ID,ismailyeoh@delta.com,0.88
003BOazPKL7xVdf2Jn,Michael,Wong ,michael.wong@kirana.com,60181135525,,0016ghtzFH0UgGkUkH,Referral,Open,FALSE,FALSE,005AE1,Mei Chen,6/11/2026,7/12/2026,6/21/2026,consent,IN,michaelwong@kirana.com,
003iBqmu22ouvvmK2x,Nadia,Chua GmbH,nadia.chua@sunrise.com,60139694975,Analyst,001wlaDCnCdllvimD4,Pricing Page,Opportunity,FALSE,FALSE,005AE4,Priya Nair,6/28/2026,7/7/2026,7/11/2026,soft_opt_in,MY,nadiachua@sunrise.com,0.77
003jwfSDUNR99bAqQO,Michael,KUMAR,michael.kumar@orion.com,60186838974,,001B6ICJ1JKEWzvaOw,Content,Customer,FALSE,FALSE,005AE4,Priya Nair,6/13/2026,7/14/2026,6/18/2026,consent,IN,michaelkumar@orion.com,0.58
003BOZKqDrxTq48KBs,Yusof,Krishnan ,yusof.krishnan@northgate.com,60174703643,Head of Ops,001Pyzv6LKmJhkZV1Y,Trade Show,SQL,FALSE,FALSE,005AE4,Priya Nair,6/11/2026,7/9/2026,6/25/2026,opt_in,MY,yusofkrishnan@northgate.com,0.92
003qJpbc3hrClcIFuO,Kevin,Krishnan,kevin.krishnan@meridian.com,60160961831,Head of Ops,001zFBTL4HjeE6O3X5,Pricing Page,Open,FALSE,FALSE,005AE4,Priya Nair,7/13/2026,7/10/2026,7/14/2026,opt_in,ID,kevinkrishnan@meridian.com,0.81
003qVtnE3I3rpb9XtW,Anjali,Hassan,anjali.hassan@zenith.com,60118970036,,001XVPrG5zoRw6R4bE,Pricing Page,SQL,FALSE,FALSE,005AE1,Mei Chen,6/22/2026,7/4/2026,7/7/2026,opt_in,ID,anjalihassan@zenith.com,0.73
003r4UPWYyigjcqffH,Ravi,Nair,ravi.nair@kirana.com,60154016822,Founder,001QH756sYhE3xvrqJ,Webinar,SQL,FALSE,FALSE,005AE1,Mei Chen,6/7/2026,7/9/2026,7/3/2026,opt_in,SG,ravinair@kirana.com,0.8
003GkoblyoazHXA4yo,Sarah,Aziz,sarah.aziz@orion.com,60193167743,VP Finance,001hkNKWNDARWM6kP2,Referral,Opportunity,FALSE,FALSE,005AE3,Wei Ho,7/6/2026,7/11/2026,6/28/2026,consent,IN,sarahaziz@orion.com,0.82
0033mj4VEg9rs779TN,Daniel,Yeoh,daniel.yeoh@andaman.com,60131837926,Founder,001o1u7ckTr414cYaE,Webinar,Customer,FALSE,FALSE,005AE1,Mei Chen,6/27/2026,7/5/2026,7/8/2026,soft_opt_in,TH,danielyeoh@andaman.com,0.84
003RpNTfclJb0OUUe8,Lakshmi,Cheng,lakshmi.cheng@lumina.com,60104520893,Founder,001QHFjSNhc5jCeo0R,Referral,MQL,FALSE,FALSE,005AE1,Mei Chen,6/21/2026,7/13/2026,7/8/2026,soft_opt_in,SG,lakshmicheng@lumina.com,0.96
003HFasaAd1KVpFGWD,Devi,Loo,devi.loo@andaman.com,60138103274,Procurement Lead,001zJ1DMIY5suKOMgP,Webinar,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/9/2026,7/9/2026,7/15/2026,opt_in,ID,deviloo@andaman.com,0.84
003MgrLIPzZwp9iL2H,Mei,MENON,mei.menon@northgate.com,60164388758,IT Manager,001QH756sYhE3xvrqJ,Web,SQL,FALSE,FALSE,005AE2,Arjun Prakash,6/22/2026,7/5/2026,7/4/2026,soft_opt_in,SG,meimenon@northgate.com,0.66
003rRwIb9kQG9t44Vw,Mei,Raj,mei.raj@highland.com,60185146118,Founder,001zeskKCwlSjzF33C,Web,Open,FALSE,FALSE,005AE4,Priya Nair,7/2/2026,7/14/2026,6/20/2026,opt_in,IN,meiraj@highland.com,0.61
0034rMTS25O03JATmh,Uma,Cheng,uma.cheng@lotus.com,60174524146,Head of Ops,001yjb50XlJAdc7p3L,Content,Open,FALSE,FALSE,005AE1,Mei Chen,6/21/2026,7/6/2026,7/10/2026,opt_in,IN,umacheng@lotus.com,0.75
003oOBGVzbrYIzgfgJ,Yusof,Gopal,yusof.gopal@meridian.com,60158464621,Founder,001QHFjSNhc5jCeo0R,Trade Show,MQL,FALSE,FALSE,005AE2,Arjun Prakash,6/23/2026,7/8/2026,7/5/2026,opt_in,SG,yusofgopal@meridian.com,0.55
00358cUV8YFLgvCWaH,Sarah,NCUBE,sarah.ncube@zenith.com,60189437387,Analyst,001Pyzv6LKmJhkZV1Y,Pricing Page,Open,FALSE,FALSE,005AE3,Wei Ho,6/18/2026,7/8/2026,7/6/2026,opt_in,MY,sarahncube@zenith.com,0.58
003DXS50KTAc2rQf0e,Yusof,Ncube,yusof.ncube@delta.com,60164030556,GM,001zJ1DMIY5suKOMgP,Pricing Page,Opportunity,FALSE,FALSE,005AE3,Wei Ho,6/25/2026,7/13/2026,7/1/2026,opt_in,ID,yusofncube@delta.com,0.77
003jxEtAjl3KDsP3Fp,Wei,Goh,wei.goh@highland.com,60124262060,Analyst,001JffndpEwzhlu4bS,Trade Show,SQL,FALSE,FALSE,005AE3,Wei Ho,6/14/2026,7/10/2026,7/6/2026,opt_in,TH,weigoh@highland.com,
003oE5P6hX3idrPYJM,Zara,Chua,zara.chua@meridian.com,60193063962,,0016ghtzFH0UgGkUkH,Content,Opportunity,FALSE,FALSE,005AE2,Arjun Prakash,6/9/2026,7/6/2026,6/16/2026,consent,IN,zarachua@meridian.com,0.94
00394nRXXTNWuznrcs,Tariq,Yeoh,tariq.yeoh@northgate.com,60151786361,VP Finance,001wjlpFhmyYbEU2tD,Web,MQL,FALSE,FALSE,005AE2,Arjun Prakash,6/26/2026,7/13/2026,6/15/2026,soft_opt_in,ID,tariqyeoh@northgate.com,0.68
003kjiX6W2ofqEgQnM,James,Kumar,james.kumar@northgate.com,60129778998,Head of Ops,001vTpO5ZiKeUS89sO,Webinar,SQL,FALSE,FALSE,005AE3,Wei Ho,6/10/2026,7/5/2026,7/3/2026,soft_opt_in,ID,jameskumar@northgate.com,0.92
003vSm1cXIKdObrpEr,Michael,Nair,michael.nair@klang.com,60166319190,,0017ZpRREyu0xUNxMk,Web,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/25/2026,7/10/2026,6/20/2026,soft_opt_in,MY,michaelnair@klang.com,
003tQLxEJHwBVJvwSD,Rohan,Mehta,rohan.mehta@penang-semi.com,60135545223,CFO,001om06Dwt0Y3oobQm,Pricing Page,MQL,FALSE,FALSE,005AE1,Mei Chen,7/20/2026,7/21/2026,7/22/2026,opt_in,MY,rohanmehta@penang-semi.com,0.6
003uhVI8WSlmnVErUL,Ingrid,Lim,ingrid.lim@penang-semi.com,60139801946,VP Finance,001om06Dwt0Y3oobQm,Pricing Page,MQL,FALSE,FALSE,005AE1,Mei Chen,7/21/2026,7/23/2026,7/22/2026,opt_in,MY,ingridlim@penang-semi.com,0.92
003oxltaTIircdJsS8,Wei,Goh,wei.goh@penang-semi.com,60133118618,Procurement Lead,001om06Dwt0Y3oobQm,Pricing Page,MQL,FALSE,FALSE,005AE1,Mei Chen,7/22/2026,7/24/2026,7/26/2026,soft_opt_in,MY,weigoh@penang-semi.com,0.6
003KsEECvl9dq83Eh0,Siti,Rahman,siti.rahman@penang-semi.com,60132096280,IT Manager,001om06Dwt0Y3oobQm,Pricing Page,MQL,FALSE,FALSE,005AE1,Mei Chen,7/23/2026,7/22/2026,7/23/2026,opt_in,MY,sitirahman@penang-semi.com,0.8
003jjZK8tfphJWAMMY,Rohan,Mehta ,rohan.mehta@mumbai-alloys.com,60134786401,Director of Procurement,001AuzSsJimAQ8yRV5,Web,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/25/2026,7/25/2026,7/24/2026,opt_in,IN,rohanmehta@mumbai-alloys.com,0.75
0033LBtKNdN9Vg8WnO,Rohan,Mehta ,r.mehta@mumbai-alloys.com,60134540415,Director of Procurement,001AuzSsJimAQ8yRV5,Trade Show,Open,FALSE,FALSE,005AE4,Priya Nair,7/23/2026,7/21/2026,7/25/2026,consent,IN,rohanmehta@mumbai-alloys.com,0.62
003ekaACSMEscosTsS,Rohan,Mehta ,rohanmehta@mumbai-alloys.com,60138617381,Director of Procurement,001AuzSsJimAQ8yRV5,Webinar,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/20/2026,7/19/2026,7/25/2026,consent,IN,rohanmehta@mumbai-alloys.com,0.96
003QZ7mBhIoPj6r0je,Klaus,Weber,klaus.weber@frankfurt-ind.de,60132000560,CFO,001aH7ZIRU8VVQmxBe,Pricing Page,SQL,FALSE,FALSE,005AE5,Sanjay Rao,7/21/2026,7/20/2026,7/26/2026,opt_in,MY,klausweber@frankfurt-ind.de,0.69
0036sChDStSz8rGIFC,Chloe,Fernandez,chloe.fernandez@cyberjaya-data.com,60132349590,Head of Ops,001v8bh4qlL9qcgMBw,Web,Open,FALSE,FALSE,005AE6,Grace Lim,7/20/2026,7/23/2026,7/20/2026,soft_opt_in,MY,chloefernandez@cyberjaya-data.com,0.87
003qbfo9R13KL8bWR0,Arun,Ho,arun.ho@highland.com,60135521644,VP Finance,001KLFqZmwWENh8l4n,Trade Show,Open,FALSE,FALSE,005AE5,Sanjay Rao,7/22/2026,7/23/2026,7/20/2026,opt_in,TH,arunho@highland.com,0.76
003O0FfEwAvuQg2kvA,Omar,Das,omar.das@batam-log.com,60139312590,CFO,001oZmjbcpEN2XeDA4,Trade Show,MQL,TRUE,FALSE,005AE4,Priya Nair,7/22/2026,7/25/2026,7/26/2026,opt_in,ID,omardas@batam-log.com,0.75
003Xz3G0aQ3IDAdmHx,Zara,Osman,zara.osman@delhi-chem.com,60139363326,Analyst,001M5oForBFbyvQRZz,Trade Show,SQL,FALSE,TRUE,005AE1,Mei Chen,7/25/2026,7/25/2026,7/20/2026,consent,IN,zaraosman@delhi-chem.com,0.67
003hbOMZpTktJaJAfo,Ravi,Iyer,ravi.iyer@chennai-fab.com,60132903561,Procurement Lead,0013X4gXBolZ9SHDdJ,Trade Show,Opportunity,TRUE,TRUE,005AE4,Priya Nair,7/23/2026,7/24/2026,7/26/2026,consent,IN,raviiyer@chennai-fab.com,0.77
0031EEpDJjym6MGV4i,Daniel,Teo,daniel.teo@sg-marine.com,60132171218,GM,0015CN0U5GB16JC5kV,Content,SQL,TRUE,FALSE,005AE4,Priya Nair,7/22/2026,7/21/2026,7/26/2026,soft_opt_in,SG,danielteo@sg-marine.com,0.91
0033jCIEwvJWIyD7u3,Nadia,Goh,nadia.goh@bkk-tools.com,60134165061,GM,001rCeTsprvu5Ifijo,Referral,SQL,FALSE,TRUE,005AE4,Priya Nair,7/25/2026,7/23/2026,7/23/2026,opt_in,TH,nadiagoh@bkk-tools.com,0.93
003VET6ZyyQY0PjF9c,James,Cheng,james.cheng@cyberjaya-data.com,60133118060,Founder,001v8bh4qlL9qcgMBw,Web,Open,FALSE,FALSE,005AE3,Wei Ho,7/23/2026,7/21/2026,7/26/2026,opt_in,MY,jamescheng@cyberjaya-data.com,0.93
003aUjA3PjeEYqvNSz,James,Cheng,j.cheng@cyberjaya-data.com,60132347467,CFO,001v8bh4qlL9qcgMBw,Trade Show,Open,FALSE,FALSE,005AE4,Priya Nair,7/26/2026,7/25/2026,7/25/2026,soft_opt_in,MY,jamescheng@cyberjaya-data.com,0.97
003NepOR6soVfBgWOT,Grace,Nair,grace.nair@pune-eng.com,60132686231,CFO,001MS4rJaH8mfpUAFJ,Web,Customer,FALSE,FALSE,005AE1,Mei Chen,7/23/2026,7/24/2026,7/22/2026,consent,IN,gracenair@pune-eng.com,0.57
003xBjpHAKRYlklfN3,Grace,Nair,grace.nair@puneeng.com,60137418028,VP Finance,001MS4rJaH8mfpUAFJ,Trade Show,SQL,FALSE,FALSE,005AE3,Wei Ho,7/24/2026,7/22/2026,7/24/2026,consent,IN,gracenair@pune-eng.com,0.65
003Qa5ZD5sRIkeC8wL,Marcus,Tan,marcus.tan@jb-steel.com,60136018975,GM,001fPBi3DldqyunDuv,Web,Opportunity,FALSE,FALSE,005AE3,Wei Ho,7/25/2026,7/24/2026,7/22/2026,soft_opt_in,MY,marcustan@jb-steel.com,0.92
003gpyKwKsSsb1Qzra,Marcus,Tan,m.tan@jb-steel.com,60131822825,IT Manager,001fPBi3DldqyunDuv,Trade Show,Opportunity,FALSE,FALSE,005AE4,Priya Nair,7/24/2026,7/25/2026,7/22/2026,opt_in,MY,marcustan@jb-steel.com,0.82
003NqRWUXQR1iOg5OP,Uma,Raj,uma.raj@hanoi-comp.com,60131661401,Analyst,001FgB9xO51DTjBlUH,Web,MQL,FALSE,FALSE,005AE2,Arjun Prakash,7/22/2026,7/19/2026,7/24/2026,soft_opt_in,TH,umaraj@hanoi-comp.com,0.87
003VAlmiYI4xHG6r1k,Uma,Raj,uma.raj@hanoicomp.com,60135311242,Head of Ops,001FgB9xO51DTjBlUH,Trade Show,SQL,FALSE,FALSE,005AE3,Wei Ho,7/26/2026,7/25/2026,7/22/2026,soft_opt_in,TH,umaraj@hanoi-comp.com,0.9
003YzaqIhDxRVRqLy0,Wei,Das,wei.das@munich-auto.de,60137232293,Founder,001Ay5XL8Sb24WKyEa,Content,SQL,FALSE,FALSE,005AE1,Mei Chen,7/20/2026,7/22/2026,7/20/2026,legitimate_interest,EU,weidas@munich-auto.de,0.95
003ic8ctFhgp4IiyDx,Rohan,Lee,rohan.lee@zenith.com,60138031780,GM,001ZNYqK5cbaTTQtsq,Referral,Opportunity,FALSE,FALSE,005AE1,Mei Chen,7/24/2026,7/22/2026,7/25/2026,opt_in,ID,rohanlee@zenith.com,0.92
003RxI5Pwdzrm9h820,Faizal,Wong,faizal.wong@frankfurt-ind.de,60138628891,CFO,001aH7ZIRU8VVQmxBe,Pricing Page,SQL,FALSE,FALSE,005AE1,Mei Chen,7/20/2026,7/24/2026,7/25/2026,consent,EU,faizalwong@frankfurt-ind.de,0.57
00303ovXjY5Mar2jiI,Anjali,Das,anjali.das@northgate.com,60135205279,Director of Procurement,001nW98aLpiWzUMZtE,Pricing Page,Customer,FALSE,FALSE,005AE2,Arjun Prakash,7/26/2026,7/19/2026,7/25/2026,consent,IN,anjalidas@northgate.com,0.61
003VAHhVeECXxGLgCG,Daniel,Musa,daniel.musa@northern.com,60134716988,Procurement Lead,001KLFqZmwWENh8l4n,Trade Show,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/24/2026,7/24/2026,7/26/2026,soft_opt_in,TH,danielmusa@northern.com,0.75
0035fuMjeirNOLJTuy,Mei,Hassan,mei.hassan@straits.com,60139901266,Head of Ops,001aKq9OAkFDAazLrZ,Webinar,Opportunity,FALSE,FALSE,005AE1,Mei Chen,7/22/2026,7/23/2026,7/24/2026,soft_opt_in,SG,meihassan@straits.com,0.59
003Av0DzAUguBuQqx9,Omar,Schmidt,omar.schmidt@highland.com,60133560856,IT Manager,0018pb10cLQ0vkB1eE,Webinar,Opportunity,FALSE,FALSE,005AE2,Arjun Prakash,7/25/2026,7/19/2026,7/20/2026,opt_in,ID,omarschmidt@highland.com,0.59
003vQhAw3Q8WB36Ud9,Ravi,Raj,ravi.raj@kirana.com,60135825620,VP Finance,001ZrNDru0WnWI7C1E,Content,Customer,FALSE,FALSE,005AE5,Sanjay Rao,7/24/2026,7/21/2026,7/20/2026,opt_in,TH,raviraj@kirana.com,0.62
003oZB2JX0NNRPJbM7,Anjali,Osman ,anjali.osman@jb-steel.com,60135487028,Analyst,001fPBi3DldqyunDuv,Web,SQL,FALSE,FALSE,005AE5,Sanjay Rao,7/20/2026,7/21/2026,7/25/2026,soft_opt_in,MY,anjaliosman@jb-steel.com,0.96
003fVHnyADvkxtUuX8,Aarav,Ong,aarav.ong@lumina.com,60132425342,Founder,0014QNOMWOjv9qdb2V,Web,MQL,FALSE,FALSE,005AE1,Mei Chen,7/20/2026,7/20/2026,7/26/2026,opt_in,SG,aaravong@lumina.com,0.85
003hwBhsRRLFHQtcoz,Devi,Weber,devi.weber@mekong.com,60131919088,Founder,001799bPWF8ea48ie7,Trade Show,MQL,FALSE,FALSE,005AE5,Sanjay Rao,7/20/2026,7/21/2026,7/21/2026,opt_in,MY,deviweber@mekong.com,0.89
003ToGJ1QZwez3VcBb,James,Nair ,james.nair@highland.com,60138713396,Procurement Lead,001XkIYYMYi2hcBYX0,Pricing Page,Opportunity,FALSE,FALSE,005AE5,Sanjay Rao,7/20/2026,7/23/2026,7/23/2026,opt_in,IN,jamesnair@highland.com,0.86
003fB2gpBLzHfz3tVv,Lena,Nair,lena.nair@mumbai-alloys.com,60134717362,Procurement Lead,001AuzSsJimAQ8yRV5,Content,Opportunity,FALSE,FALSE,005AE3,Wei Ho,7/22/2026,7/19/2026,7/24/2026,consent,IN,lenanair@mumbai-alloys.com,0.78
003qmlMjWWPel8XOFD,Ismail,Ho,ismail.ho@nexus.com,60138531380,Procurement Lead,001sfw7845UU6khqtV,Pricing Page,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/24/2026,7/24/2026,7/25/2026,soft_opt_in,TH,ismailho@nexus.com,0.93
003wGetDCcdx1seP32,Rajesh,Aziz ,rajesh.aziz@coastal.com,60132514923,GM,001B6ICJ1JKEWzvaOw,Trade Show,Customer,FALSE,FALSE,005AE1,Mei Chen,7/23/2026,7/23/2026,7/23/2026,opt_in,IN,rajeshaziz@coastal.com,0.81
003j9dCgZ51vTfGPlc,Devi,Abdullah,devi.abdullah@andaman.com,60135156449,Analyst,001Y3LBbuJoB9K6hD6,Content,Opportunity,FALSE,FALSE,005AE5,Sanjay Rao,7/25/2026,7/22/2026,7/24/2026,opt_in,TH,deviabdullah@andaman.com,0.71
003vgJRysqU2Q96M3j,Hakim,Rahman,hakim.rahman@johor.com,60136592886,VP Finance,001ZMszSLB72NFP6ir,Referral,SQL,FALSE,FALSE,005AE1,Mei Chen,7/19/2026,7/24/2026,7/21/2026,soft_opt_in,SG,hakimrahman@johor.com,0.69
003QS18VR6HfPQBGxb,Rajesh,Mehta,rajesh.mehta@penang-semi.com,60137083379,Director of Procurement,001om06Dwt0Y3oobQm,Webinar,SQL,FALSE,FALSE,005AE2,Arjun Prakash,7/22/2026,7/20/2026,7/22/2026,soft_opt_in,MY,rajeshmehta@penang-semi.com,0.63
003Qv4XNiMyjkl1SXN,Rajesh,Lee,rajesh.lee@bharat.com,60133777286,Director of Procurement,001y7oXm8Oa2wFG5HC,Content,Customer,FALSE,FALSE,005AE1,Mei Chen,7/25/2026,7/19/2026,7/23/2026,soft_opt_in,MY,rajeshlee@bharat.com,0.85
003t9ZYE51mxR8KCDX,Devi,Mehta,devi.mehta@pacific.com,60135727345,CFO,001Ro9LKAn1aSYMmyY,Pricing Page,Customer,FALSE,FALSE,005AE2,Arjun Prakash,7/26/2026,7/23/2026,7/24/2026,soft_opt_in,TH,devimehta@pacific.com,0.98
003T2H2hsfWkrC5Gj1,Daniel,Mehta,daniel.mehta@andaman.com,60138339571,CFO,001emnneWwt2WsopvX,Trade Show,Customer,FALSE,FALSE,005AE1,Mei Chen,7/20/2026,7/25/2026,7/23/2026,opt_in,IN,danielmehta@andaman.com,0.96
003u7g1TPvYjics61E,Mei,Cheng,mei.cheng@mumbai-alloys.com,60133328554,Head of Ops,001AuzSsJimAQ8yRV5,Trade Show,MQL,FALSE,FALSE,005AE1,Mei Chen,7/26/2026,7/22/2026,7/24/2026,consent,IN,meicheng@mumbai-alloys.com,0.95
003XspthdpAOYNDeh1,Faizal,Chua,faizal.chua@everbright.com,60139385742,Head of IT,001yjb50XlJAdc7p3L,Content,Opportunity,FALSE,FALSE,005AE1,Mei Chen,7/23/2026,7/19/2026,7/25/2026,consent,IN,faizalchua@everbright.com,0.87
003xe9HIGYGJby3EcO,Priya,Tan,priya.tan@highland.com,60137490791,Founder,001XkIYYMYi2hcBYX0,Pricing Page,Open,FALSE,FALSE,005AE5,Sanjay Rao,7/22/2026,7/24/2026,7/20/2026,opt_in,IN,priyatan@highland.com,0.9
003cwIv0Pl1XRDSEOl,Anjali,Raj,anjali.raj@lumina.com,60133262450,Head of IT,0014QNOMWOjv9qdb2V,Referral,SQL,FALSE,FALSE,005AE2,Arjun Prakash,7/20/2026,7/19/2026,7/22/2026,opt_in,SG,anjaliraj@lumina.com,0.57
003cWPmsw3Xd3PvrhZ,Ismail,Wong,ismail.wong@andaman.com,60137174337,Founder,001emnneWwt2WsopvX,Content,Opportunity,FALSE,FALSE,005AE3,Wei Ho,7/23/2026,7/24/2026,7/23/2026,opt_in,IN,ismailwong@andaman.com,0.7
003fBM0lIsugfuQstC,Marcus,Loo,marcus.loo@zenith.com,60138149041,Director of Procurement,001zeskKCwlSjzF33C,Trade Show,Open,FALSE,FALSE,005AE4,Priya Nair,7/21/2026,7/21/2026,7/23/2026,consent,IN,marcusloo@zenith.com,0.87
003GZVRk8bj2MRYCci,Yusof,Rahman,yusof.rahman@northern.com,60132127988,VP Finance,001KLFqZmwWENh8l4n,Web,Opportunity,FALSE,FALSE,005AE3,Wei Ho,7/21/2026,7/21/2026,7/23/2026,opt_in,TH,yusofrahman@northern.com,0.82
003uPrp9hbVlFHy6Jh,Nadia,Teo,nadia.teo@sg-marine.com,60135391883,Procurement Lead,0015CN0U5GB16JC5kV,Content,SQL,FALSE,FALSE,005AE4,Priya Nair,7/26/2026,7/24/2026,7/23/2026,opt_in,SG,nadiateo@sg-marine.com,0.99
0035TCfZR92uQwTeJI,Klaus,Abdullah,klaus.abdullah@johor.com,60135871470,Procurement Lead,001ZMszSLB72NFP6ir,Web,Opportunity,FALSE,FALSE,005AE2,Arjun Prakash,7/22/2026,7/24/2026,7/25/2026,opt_in,SG,klausabdullah@johor.com,0.9
003JKxDZJiN4fetzTU,Anjali,Nair,anjali.nair@hanoi-comp.com,60139030667,IT Manager,001FgB9xO51DTjBlUH,Webinar,Open,FALSE,FALSE,005AE3,Wei Ho,7/24/2026,7/25/2026,7/23/2026,opt_in,TH,anjalinair@hanoi-comp.com,0.61
003lX9iBG63d1hHjtk,Rohan,Lee,rohan.lee@coastal.com,60133717354,Analyst,001B6ICJ1JKEWzvaOw,Pricing Page,Customer,FALSE,FALSE,005AE5,Sanjay Rao,7/22/2026,7/21/2026,7/24/2026,opt_in,IN,rohanlee@coastal.com,0.92
003GPkL8LjkQNU5Mv1,Kumar,Schmidt,kumar.schmidt@delta.com,60131691125,GM,001KRbHQQpMxQhnrct,Content,Customer,FALSE,FALSE,005AE1,Mei Chen,7/26/2026,7/19/2026,7/20/2026,soft_opt_in,SG,kumarschmidt@delta.com,0.84
003pZZRztDeSdkCAED,Yusof,Schmidt ,yusof.schmidt@mumbai-alloys.com,60134422938,Director of Procurement,001AuzSsJimAQ8yRV5,Trade Show,SQL,FALSE,FALSE,005AE4,Priya Nair,7/21/2026,7/20/2026,7/22/2026,opt_in,IN,yusofschmidt@mumbai-alloys.com,0.87
003hrCpjgds8y3NAp9,Hakim,Das,hakim.das@lumina.com,60133679315,Head of Ops,0014QNOMWOjv9qdb2V,Trade Show,MQL,FALSE,FALSE,005AE4,Priya Nair,7/26/2026,7/23/2026,7/25/2026,soft_opt_in,SG,hakimdas@lumina.com,0.63
003GD9pnLwddsFM41P,Marcus,Kumar,marcus.kumar@summit.com,60138895137,CFO,001H4cP0sFYxHjnq6U,Web,Open,FALSE,FALSE,005AE4,Priya Nair,7/21/2026,7/19/2026,7/26/2026,consent,IN,marcuskumar@summit.com,0.74
003mxJseyGCWJr0NRN,Ravi,Teo,ravi.teo@straits.com,60132993318,Founder,001ZhExlaEvdniIQ6j,Web,Customer,FALSE,FALSE,005AE5,Sanjay Rao,7/21/2026,7/22/2026,7/22/2026,soft_opt_in,ID,raviteo@straits.com,0.8
003iTvZEHDjM5Giu7N,Chloe,Das,chloe.das@kirana.com,60136344047,Director of Procurement,001wlaDCnCdllvimD4,Web,Open,FALSE,FALSE,005AE1,Mei Chen,7/21/2026,7/23/2026,7/25/2026,soft_opt_in,MY,chloedas@kirana.com,0.81
003vRhALtY5U3SObME,Zara,Kumar,zara.kumar@kl-facilities.com,60135454861,GM,001S1OpgSXt2RMZhYK,Webinar,Open,FALSE,FALSE,005AE3,Wei Ho,7/24/2026,7/23/2026,7/21/2026,opt_in,MY,zarakumar@kl-facilities.com,0.81
