consent_id,contact_id,basis,region,status,channel,source,captured_at,expires_at
CNSq8FxvthgQaRJ,003qQjTBYyeCMELzIG,opt_in,ID,active,web_form,intake_form,Jul 04 2026,
CNSZxVXLHMxpPrn,0039YBgagqoGVHJLSK,consent,IN,active,web_form,intake_form,2026-07-18,
CNSgiOVMhcL964P,003tvDYnHEwEgCUSCu,opt_in,SG,active,web_form,intake_form,06/07/2026,
CNS7ge8INvtUEWm,003kvJB9DoZzOllOQB,soft_opt_in,SG,active,web_form,intake_form,17/07/2026,
CNSmAJTq54W226J,003lxumDhqQ3FH9OuM,soft_opt_in,ID,expired,web_form,intake_form,Jul 11 2026,
CNSTh6BeEAH78GY,003RiuhpthlxSjGyAM,soft_opt_in,TH,active,web_form,intake_form,30/06/2026,
CNSS9isc9KdYSmV,0033w8aFim0y9JGPFA,consent,IN,active,web_form,intake_form,2026-07-12,
CNS3GekCWGyJXyz,003JGhKhrXI0xI0WcW,opt_in,ID,active,web_form,intake_form,Jul 19 2026,
CNSakKnLSa47YGD,003ZVLSw3TNOBkNiYn,soft_opt_in,MY,active,web_form,intake_form,2026-07-16T00:00:00+08:00,
CNS2osTrJhkocIp,0039WYA6dr3PiS3ipj,soft_opt_in,ID,active,web_form,intake_form,2026-07-09 00:00:00,
CNS84r7ir3YdPp0,003S74xD8FuLa3X2Uf,soft_opt_in,MY,active,web_form,intake_form,2026-07-06T00:00:00+08:00,
CNSPwOMxuf8T4Jq,003iK2FYv5RWdcgOY1,soft_opt_in,MY,active,web_form,intake_form,2026-07-04,
CNSsudO0a0woU9r,003PxqfxQ5PkdzOtUS,opt_in,MY,active,web_form,intake_form,Jul 05 2026,
CNSIQ3X8XLgUVSy,0033BSiEeoyfUZggux,opt_in,SG,active,web_form,intake_form,Jul 20 2026,
CNSOMJn0CournLO,003OVj6ANRC3nf5giW,soft_opt_in,MY,active,web_form,intake_form,12/07/2026,
CNSUUBxj5EfFlDl,003X8Sb22Q4tnHMGmV,consent,IN,active,web_form,intake_form,05/07/2026,
CNS8UlPsbtk4l0z,003y31KAxIRlWE9Xeb,opt_in,ID,active,web_form,intake_form,19/07/2026,
CNSeBpD6PzgUHiU,003OIINjrftfG6nZjI,opt_in,MY,expired,web_form,intake_form,2026-06-30T00:00:00+08:00,
CNSybh0aW1P7cip,003MdtQVQVlhaTiSak,soft_opt_in,ID,active,web_form,intake_form,Jul 02 2026,
CNSOMaY9a9YgIV0,003rHeqTKOeFDGxdF2,opt_in,SG,active,web_form,intake_form,2026-07-10 00:00:00,
CNSEWK5C0ktvEjp,003xy6jl792cJZ6TVP,soft_opt_in,ID,active,web_form,intake_form,2026-07-01T00:00:00+08:00,
CNSOIhb0cgIsgG4,003c9ze4D3sX2tufJD,soft_opt_in,SG,active,web_form,intake_form,13/07/2026,
CNSoboByjwPso64,003ja7AboIwO1S4a8v,opt_in,IN,withdrawn,web_form,intake_form,2026-07-12 00:00:00,
CNShog99sweNvhx,003c6o52HAS5xDVfLg,consent,IN,active,web_form,intake_form,2026-07-02 00:00:00,
CNSlBHvMlRBj5QR,003Croe8miXXLgjgkC,soft_opt_in,SG,active,web_form,intake_form,2026-07-09T00:00:00+08:00,
CNSw4gr6FQx7qZ6,003cn12ujfTp9wzGdR,soft_opt_in,MY,active,web_form,intake_form,2026-07-02 00:00:00,
CNSjXPjujyCUYYE,003im0zxRO8PfLLq60,opt_in,IN,active,web_form,intake_form,2026-07-02 00:00:00,
CNS9UrjfuilXywu,0037KB0UzFbyRBlwn6,opt_in,TH,active,web_form,intake_form,2026-07-15,
CNSAMYOviZ8P6py,003yiAmP4ZHpOZIYby,opt_in,IN,active,web_form,intake_form,2026-07-13T00:00:00+08:00,
CNSIFII0oyfLTAH,003dZEHwXLokgpQprI,soft_opt_in,MY,active,web_form,intake_form,18/07/2026,
CNSpxan2bxJE9i6,0038KKjK8m1Z4FItlF,consent,IN,active,web_form,intake_form,2026-07-03 00:00:00,
CNSx223X0isDj12,003dbjLT6jXh2H3x9e,soft_opt_in,MY,active,web_form,intake_form,2026-07-17,
CNS0odVih9STjyU,003T9JS47NYwoQL0ly,opt_in,MY,active,web_form,intake_form,2026-06-30,
CNSSgQLeE1M3kbj,003OKg7FjvVepwukO4,soft_opt_in,MY,active,web_form,intake_form,11/07/2026,
CNSeaK10AjWlEVi,003k4AF4ywIyg1EY3K,opt_in,ID,expired,web_form,intake_form,Jul 16 2026,
CNSUvCYPSashjd4,00385fvMN5ETbB8PkM,consent,IN,active,web_form,intake_form,2026-07-20 00:00:00,
CNSlGkaz1BR84DJ,003pgdzKJ1FjdxaBfs,consent,EU,active,web_form,intake_form,2026-07-08T00:00:00+08:00,
CNSToB7krfHy8iV,003PIylx4yxlCcqCDq,opt_in,TH,active,web_form,intake_form,2026-07-06,
CNSozl0VJM1e0SD,0031y0HA9IR37EK4pE,opt_in,TH,active,web_form,intake_form,Jul 15 2026,
CNSz0ykdZxPBmrg,003nZmicBfRBm0Oj1M,soft_opt_in,SG,active,web_form,intake_form,2026-07-03 00:00:00,
CNSX2vbpskIgenM,003hAjjKLLW98g7gKX,soft_opt_in,MY,active,web_form,intake_form,Jun 30 2026,
CNSmO7cprfKKcKY,003jNMRSzcz44vSpdV,soft_opt_in,ID,active,web_form,intake_form,2026-07-15 00:00:00,
CNSf8tawWs9zGmu,003X0urUAMPfmCn60A,opt_in,ID,expired,web_form,intake_form,Jul 12 2026,
CNSSRgvA5VGgGZX,003m41m1dpcDd6xTmr,consent,IN,active,web_form,intake_form,2026-07-04 00:00:00,
CNSyEL32cskjRDf,003wk15qV1Sfsbydk2,opt_in,TH,active,web_form,intake_form,2026-07-20 00:00:00,
CNSo4nZRPjXTk9G,003MZaoqMZ8tT9TPrB,consent,EU,active,web_form,intake_form,2026-07-16T00:00:00+08:00,
CNS7XvCYivsxN28,003PMMstRgEevrOu3r,opt_in,SG,active,web_form,intake_form,2026-07-13 00:00:00,
CNSXRypnNMe9jKO,003zyVcLTK0mvUToRI,opt_in,MY,active,web_form,intake_form,2026-07-15 00:00:00,
CNSjX3tJ3ZY5fFg,003owoV3tAY4vxqLsD,consent,IN,active,web_form,intake_form,Jul 14 2026,
CNSskerKxwfelTX,003imvAK56Dju3TlXf,opt_in,TH,active,web_form,intake_form,Jul 14 2026,
CNSqW4CP7i8hKFc,003NBOBzB9EyacImUx,opt_in,MY,active,web_form,intake_form,Jul 11 2026,
CNS2N6RiCxG2N8u,003tke0ct8sDUHMHvB,consent,IN,active,web_form,intake_form,2026-07-11 00:00:00,
CNSGCq44RcNPdVY,003GkhxTPYcy4OqXIN,opt_in,MY,active,web_form,intake_form,2026-07-07T00:00:00+08:00,
CNS2gsykKz2eoy3,003SROatAQgQHrNMSi,opt_in,ID,withdrawn,web_form,intake_form,2026-07-14 00:00:00,
CNSDPI50DgflUg6,003skcJF6nS7EvpaaQ,opt_in,ID,active,web_form,intake_form,2026-07-12,
CNSveuvMFnSVEhr,003Ddg0l3c2sxZRuBV,opt_in,TH,active,web_form,intake_form,2026-07-14 00:00:00,
CNS8EjOnuKcMXyd,0030vlhzz9Dr1yS2EZ,opt_in,ID,active,web_form,intake_form,2026-07-11,
CNSndn3b8WRBrqO,003NyXwNb3R41U5iE6,consent,IN,active,web_form,intake_form,2026-07-05 00:00:00,
CNSrzft3TC3AHnQ,0039Q3vHHSSNgBQUpE,consent,IN,active,web_form,intake_form,08/07/2026,
CNSf55Bv9Wtkmw8,003pvrdGoJPyz0pfDC,consent,IN,active,web_form,intake_form,2026-07-13,
CNSSYk9SBw6SKy0,003Ot4GJnPQD8vx0d0,opt_in,IN,active,web_form,intake_form,2026-06-30T00:00:00+08:00,
CNSMmeUQLNjuQ08,0031O9ZsJHxSgc5kFi,opt_in,MY,active,web_form,intake_form,2026-07-10 00:00:00,
CNSD7jF3uhYRAqH,0037O1RLhX5CDQL9Gi,soft_opt_in,MY,active,web_form,intake_form,2026-06-30,
CNS2iOCOLgcnVmA,003yQMM4uG4yAM6SWp,opt_in,MY,active,web_form,intake_form,17/07/2026,
CNSnwn8mRK9ax0x,003nNTsRw6RiTP9lGI,soft_opt_in,TH,active,web_form,intake_form,Jun 30 2026,
CNSG03hSFPDAAww,003byjdQdmrWYksRqj,consent,IN,active,web_form,intake_form,2026-07-17,
CNSWvh7lDBxlJMk,003pGYYZSsSQd7yyA9,soft_opt_in,SG,active,web_form,intake_form,2026-07-17,
CNS2QSRBOsSN875,003mXU9msClRel9lVG,opt_in,IN,active,web_form,intake_form,2026-07-03 00:00:00,
CNSgfPbN7AgFVWN,003dX7ON1QtFYKJweY,opt_in,SG,active,web_form,intake_form,2026-07-17 00:00:00,
CNSGLZcQs2AnoXD,003xsn8WNHEJ0WPahQ,consent,IN,active,web_form,intake_form,2026-07-17,
CNS2E8hw9Y6DA60,0036H0XxGZGCFcs5Pm,opt_in,ID,active,web_form,intake_form,2026-07-20,
CNSxYoGsr4Qqt15,0031S4VXBP08eVRjbD,opt_in,MY,withdrawn,web_form,intake_form,13/07/2026,
CNS6AcabjYx10H0,003ubyRhIaPUNeWVLc,soft_opt_in,SG,withdrawn,web_form,intake_form,Jul 19 2026,
CNS9KBpJzmNPz1d,003oiVzYZ2Is9OjtR4,opt_in,SG,active,web_form,intake_form,2026-07-18,
CNSOyUlz5uHkBog,003nA5P2GjkloN1qmh,opt_in,IN,active,web_form,intake_form,2026-07-04T00:00:00+08:00,
CNSKYz1WO6q1Jk8,003iQPpgsNe5muFCvN,soft_opt_in,SG,active,web_form,intake_form,10/07/2026,
CNSfbBaOXLjbNTI,003QZ7mBhIoPj6r0je,opt_in,MY,active,tradeshow_scan,event_list,2026-07-22 00:00:00,
CNS6fKybVUiDOOX,003GHOSTNOEXIST42,consent,EU,active,web_form,intake_form,11/07/2026,
